crowdedness,dhall,datetime
5,JE,2019-10-09 13:28:11.718006
4,PC,2019-10-09 13:28:11.718007
5,SM,2019-10-09 13:28:11.719008
6,TD,2019-10-09 13:28:11.719009
3,SY,2019-10-09 13:28:11.719010
3,ES,2019-10-09 13:28:11.720011
6,TC,2019-10-09 13:28:11.720012
6,BF,2019-10-09 13:28:11.720013
5,MY,2019-10-09 13:28:11.721014
0,BK,2019-10-09 13:30:04.018001
0,BR,2019-10-09 13:30:04.019002
0,GH,2019-10-09 13:30:04.019003
0,DC,2019-10-09 13:30:04.020004
0,MC,2019-10-09 13:30:04.021005
0,JE,2019-10-09 13:30:04.022006
0,PC,2019-10-09 13:30:04.023007
0,SM,2019-10-09 13:30:04.024008
0,TD,2019-10-09 13:30:04.024009
0,SY,2019-10-09 13:30:04.025010
0,ES,2019-10-09 13:30:04.026011
0,TC,2019-10-09 13:30:04.027012
0,BF,2019-10-09 13:30:04.029013
0,MY,2019-10-09 13:30:04.030014
5,BK,2019-10-09 13:32:24.756001
2,BR,2019-10-09 13:32:24.757002
6,GH,2019-10-09 13:32:24.758003
3,DC,2019-10-09 13:32:24.759004
5,MC,2019-10-09 13:32:24.760005
5,JE,2019-10-09 13:32:24.761006
4,PC,2019-10-09 13:32:24.762007
4,SM,2019-10-09 13:32:24.763008
5,TD,2019-10-09 13:32:24.763009
3,SY,2019-10-09 13:32:24.764010
3,ES,2019-10-09 13:32:24.765011
5,TC,2019-10-09 13:32:24.765012
5,BF,2019-10-09 13:32:24.766013
5,MY,2019-10-09 13:32:24.767014
0,BK,2019-10-09 13:32:28.332003
0,BR,2019-10-09 13:32:28.334004
3,GH,2019-10-09 13:32:28.335005
0,DC,2019-10-09 13:32:28.337006
0,MC,2019-10-09 13:32:28.338007
0,JE,2019-10-09 13:32:28.339008
0,PC,2019-10-09 13:32:28.341009
0,SM,2019-10-09 13:32:28.342010
0,TD,2019-10-09 13:32:28.342011
0,SY,2019-10-09 13:32:28.343012
0,ES,2019-10-09 13:32:28.344013
7,TC,2019-10-09 13:32:28.344014
0,BF,2019-10-09 13:32:28.345015
0,MY,2019-10-09 13:32:28.346016
5,BK,2019-10-09 13:33:25.943125
2,BR,2019-10-09 13:33:25.945126
6,GH,2019-10-09 13:33:25.947127
3,DC,2019-10-09 13:33:25.949128
5,MC,2019-10-09 13:33:25.951129
5,JE,2019-10-09 13:33:25.952130
4,PC,2019-10-09 13:33:25.953131
4,SM,2019-10-09 13:33:25.954132
5,TD,2019-10-09 13:33:25.955133
3,SY,2019-10-09 13:33:25.956134
3,ES,2019-10-09 13:33:25.957135
5,TC,2019-10-09 13:33:25.958136
5,BF,2019-10-09 13:33:25.959137
5,MY,2019-10-09 13:33:25.960138
4,BK,2019-10-09 13:35:53.535001
5,GH,2019-10-09 13:35:53.537003
4,MC,2019-10-09 13:35:53.538005
4,JE,2019-10-09 13:35:53.539006
3,PC,2019-10-09 13:35:53.539007
4,BF,2019-10-09 13:35:53.542013
4,MY,2019-10-09 13:35:53.542014
3,BK,2019-10-09 13:40:26.497095
4,GH,2019-10-09 13:40:26.500097
2,DC,2019-10-09 13:40:26.502098
3,MC,2019-10-09 13:40:26.503099
3,JE,2019-10-09 13:40:26.504100
3,SM,2019-10-09 13:40:26.506102
3,TD,2019-10-09 13:40:26.506103
2,SY,2019-10-09 13:40:26.507104
2,ES,2019-10-09 13:40:26.508105
3,TC,2019-10-09 13:40:26.508106
3,BF,2019-10-09 13:40:26.509107
2,MY,2019-10-09 13:40:26.510108
2,BK,2019-10-09 13:48:09.746002
1,BR,2019-10-09 13:48:09.747003
3,GH,2019-10-09 13:48:09.747004
1,DC,2019-10-09 13:48:09.747005
2,JE,2019-10-09 13:48:09.748007
2,PC,2019-10-09 13:48:09.748008
2,SM,2019-10-09 13:48:09.748009
1,SY,2019-10-09 13:48:09.749011
1,ES,2019-10-09 13:48:09.749012
2,BF,2019-10-09 13:48:09.749014
2,GH,2019-10-09 13:50:53.753005
2,MC,2019-10-09 13:50:53.753007
1,JE,2019-10-09 13:50:53.753008
1,PC,2019-10-09 13:50:53.754009
1,SM,2019-10-09 13:50:53.754010
2,TD,2019-10-09 13:50:53.754011
1,BF,2019-10-09 13:50:53.755015
1,MY,2019-10-09 13:50:53.755016
1,BK,2019-10-09 13:55:16.097002
1,MC,2019-10-09 13:55:16.099006
1,TD,2019-10-09 13:55:16.101010
2,TC,2019-10-09 13:55:16.102013
0,BR,2019-10-09 14:01:23.469004
0,DC,2019-10-09 14:01:23.469006
0,JE,2019-10-09 14:06:46.514008
0,BK,2019-10-09 14:12:36.472001
0,MC,2019-10-09 14:12:36.473005
0,SM,2019-10-09 14:12:36.474008
0,SY,2019-10-09 14:12:36.474010
0,BF,2019-10-09 14:12:36.475013
0,MY,2019-10-09 14:12:36.475014
0,PC,2019-10-09 14:15:34.405007
0,ES,2019-10-09 14:15:34.409011
3,TC,2019-10-09 14:20:13.872034
3,GH,2019-10-09 14:25:23.797003
5,TC,2019-10-09 14:25:23.799012
0,TD,2019-10-09 14:32:08.265011
7,TC,2019-10-09 14:32:08.266014
8,TC,2019-10-09 14:35:49.709012
9,TC,2019-10-09 14:42:43.459014
10,TC,2019-10-09 14:50:16.829012
2,GH,2019-10-09 14:55:14.451005
9,TC,2019-10-09 14:55:14.460014
8,TC,2019-10-09 15:01:24.939012
1,GH,2019-10-09 15:06:02.234003
6,TC,2019-10-09 15:06:02.241012
0,GH,2019-10-09 15:10:29.454005
4,TC,2019-10-09 15:10:29.459014
3,TC,2019-10-09 15:15:35.926013
1,TC,2019-10-09 15:20:19.753014
0,TC,2019-10-09 15:40:37.469080
2,BR,2019-10-09 17:20:37.978002
1,BR,2019-10-09 17:45:43.580002
0,BR,2019-10-09 18:05:26.385002
1,BK,2019-10-10 08:01:55.245001
1,BR,2019-10-10 08:01:55.246002
1,GH,2019-10-10 08:01:55.246003
2,MC,2019-10-10 08:01:55.247005
1,PC,2019-10-10 08:01:55.247007
1,SM,2019-10-10 08:01:55.248008
1,SY,2019-10-10 08:01:55.248010
2,ES,2019-10-10 08:01:55.248011
1,BF,2019-10-10 08:01:55.249013
1,DC,2019-10-10 08:07:44.478004
1,JE,2019-10-10 08:07:44.479006
1,TC,2019-10-10 08:07:44.480012
1,MY,2019-10-10 08:07:44.481014
2,BR,2019-10-10 08:10:37.011004
3,MC,2019-10-10 08:10:37.014007
2,SM,2019-10-10 08:10:37.016010
1,TD,2019-10-10 08:10:37.017011
2,SY,2019-10-10 08:10:37.018012
2,BF,2019-10-10 08:10:37.020015
1,SY,2019-10-10 08:16:24.786010
1,ES,2019-10-10 08:16:24.787011
2,GH,2019-10-10 08:24:18.418004
2,SY,2019-10-10 08:27:48.898011
3,BR,2019-10-10 08:32:12.590002
2,DC,2019-10-10 08:32:12.591004
2,PC,2019-10-10 08:32:12.592007
2,TD,2019-10-10 08:32:12.592009
2,ES,2019-10-10 08:32:12.593011
3,GH,2019-10-10 08:35:21.751003
4,MC,2019-10-10 08:35:21.752005
2,JE,2019-10-10 08:35:21.753006
3,BF,2019-10-10 08:35:21.759013
2,BK,2019-10-10 08:41:41.021003
3,SM,2019-10-10 08:41:41.026010
3,TD,2019-10-10 08:41:41.026011
3,ES,2019-10-10 08:41:41.027013
4,BR,2019-10-10 08:46:11.328004
4,BF,2019-10-10 08:46:11.331015
4,SM,2019-10-10 08:50:14.243008
2,TC,2019-10-10 08:56:31.948012
3,BF,2019-10-10 09:00:57.869013
3,BK,2019-10-10 09:06:02.750003
3,BR,2019-10-10 09:06:02.751004
5,MC,2019-10-10 09:06:02.755007
4,ES,2019-10-10 09:06:02.760013
2,MY,2019-10-10 09:06:02.762016
2,BK,2019-10-10 09:17:23.047003
2,TD,2019-10-10 09:17:23.052011
3,ES,2019-10-10 09:17:23.053013
2,GH,2019-10-10 09:26:40.508003
3,SM,2019-10-10 09:26:40.510008
4,ES,2019-10-10 09:26:40.511011
2,BF,2019-10-10 09:26:40.512013
2,BR,2019-10-10 09:34:12.528002
1,MY,2019-10-10 09:34:12.532014
1,BK,2019-10-10 09:35:15.338094
1,JE,2019-10-10 09:35:15.347099
2,SM,2019-10-10 09:35:15.350101
2,MY,2019-10-10 09:35:15.355107
1,PC,2019-10-10 09:42:54.808007
1,TC,2019-10-10 09:42:54.810012
4,MC,2019-10-10 09:45:24.090005
3,SY,2019-10-10 09:45:24.092010
1,MY,2019-10-10 09:45:24.095014
2,TC,2019-10-10 09:51:52.558012
1,DC,2019-10-10 09:56:17.801004
3,ES,2019-10-10 09:56:17.807011
2,BK,2019-10-10 10:00:55.221001
3,MC,2019-10-10 10:00:55.221005
2,SY,2019-10-10 10:00:55.222010
1,TC,2019-10-10 10:00:55.223012
3,SY,2019-10-10 10:05:44.776012
2,TC,2019-10-10 10:05:44.776014
3,BF,2019-10-10 10:05:44.777015
2,MY,2019-10-10 10:05:44.777016
2,JE,2019-10-10 10:12:02.383006
3,BR,2019-10-10 10:16:27.884002
2,PC,2019-10-10 10:16:27.887007
3,SM,2019-10-10 10:16:27.887008
3,BK,2019-10-10 10:20:32.808001
3,GH,2019-10-10 10:20:32.809003
3,JE,2019-10-10 10:20:32.812006
4,BF,2019-10-10 10:20:32.815013
4,BR,2019-10-10 10:25:59.057004
4,JE,2019-10-10 10:25:59.059008
4,SM,2019-10-10 10:25:59.060010
3,TD,2019-10-10 10:25:59.060011
5,BF,2019-10-10 10:25:59.062015
4,GH,2019-10-10 10:31:14.411003
3,PC,2019-10-10 10:31:14.416007
5,SM,2019-10-10 10:31:14.417008
4,TD,2019-10-10 10:31:14.417009
4,SY,2019-10-10 10:31:14.418010
3,TD,2019-10-10 10:35:30.572009
2,MC,2019-10-10 10:40:43.469005
4,TD,2019-10-10 10:40:43.471009
3,SY,2019-10-10 10:45:23.218012
2,ES,2019-10-10 10:45:23.219013
4,BF,2019-10-10 10:45:23.220015
3,BR,2019-10-10 10:50:43.947004
3,GH,2019-10-10 10:50:43.948005
3,JE,2019-10-10 10:50:43.954008
4,SM,2019-10-10 10:50:43.955010
3,TD,2019-10-10 10:50:43.956011
1,MC,2019-10-10 10:55:15.702019
2,SY,2019-10-10 10:55:15.706024
3,BF,2019-10-10 10:55:15.709027
2,BK,2019-10-10 11:01:02.519134
2,PC,2019-10-10 11:01:02.527140
3,SM,2019-10-10 11:01:02.528141
2,BF,2019-10-10 11:01:02.533146
1,MY,2019-10-10 11:01:02.534147
2,BR,2019-10-10 11:05:44.473002
2,GH,2019-10-10 11:05:44.474003
2,JE,2019-10-10 11:05:44.476006
2,SM,2019-10-10 11:05:44.477008
2,TD,2019-10-10 11:05:44.477009
1,SY,2019-10-10 11:05:44.477010
1,ES,2019-10-10 11:05:44.478011
1,BF,2019-10-10 11:05:44.479013
1,BK,2019-10-10 11:10:27.946001
1,BR,2019-10-10 11:10:27.946002
2,DC,2019-10-10 11:10:27.947004
1,JE,2019-10-10 11:10:27.947006
1,PC,2019-10-10 11:10:27.947007
1,SM,2019-10-10 11:10:27.947008
1,TD,2019-10-10 11:10:27.947009
0,BF,2019-10-10 11:10:27.948013
1,GH,2019-10-10 11:16:03.842004
3,DC,2019-10-10 11:16:03.842005
1,TC,2019-10-10 11:16:03.845013
0,SY,2019-10-10 11:20:13.256011
0,BR,2019-10-10 11:25:45.410002
0,SM,2019-10-10 11:25:45.414008
4,DC,2019-10-10 11:30:45.406004
0,PC,2019-10-10 11:30:45.408007
1,SY,2019-10-10 11:30:45.409010
1,BF,2019-10-10 11:30:45.412013
3,BK,2019-10-10 11:35:31.467001
1,BR,2019-10-10 11:35:31.468002
2,MC,2019-10-10 11:35:31.470005
1,PC,2019-10-10 11:35:31.471007
1,SM,2019-10-10 11:35:31.471008
2,TD,2019-10-10 11:35:31.471009
2,TC,2019-10-10 11:35:31.472012
2,BF,2019-10-10 11:35:31.473013
2,MY,2019-10-10 11:35:31.473014
4,BK,2019-10-10 11:41:06.761001
2,GH,2019-10-10 11:41:06.763003
5,DC,2019-10-10 11:41:06.763004
2,JE,2019-10-10 11:41:06.765006
2,PC,2019-10-10 11:41:06.765007
2,SM,2019-10-10 11:41:06.766008
4,TD,2019-10-10 11:41:06.767009
2,ES,2019-10-10 11:41:06.768011
3,TC,2019-10-10 11:41:06.768012
3,MY,2019-10-10 11:41:06.769014
3,MC,2019-10-10 11:46:25.855005
3,SM,2019-10-10 11:46:25.858008
5,TD,2019-10-10 11:46:25.859009
3,ES,2019-10-10 11:46:25.860011
3,BF,2019-10-10 11:46:25.863013
0,BK,2019-10-10 11:48:30.056004
0,BR,2019-10-10 11:48:30.058005
0,DC,2019-10-10 11:48:30.062007
0,MC,2019-10-10 11:48:30.064008
0,JE,2019-10-10 11:48:30.066009
0,PC,2019-10-10 11:48:30.067010
0,SM,2019-10-10 11:48:30.068011
0,TD,2019-10-10 11:48:30.069012
0,SY,2019-10-10 11:48:30.070013
0,ES,2019-10-10 11:48:30.071014
8,TC,2019-10-10 11:48:30.072015
0,BF,2019-10-10 11:48:30.073016
0,MY,2019-10-10 11:48:30.074017
4,BK,2019-10-10 11:48:38.866001
1,BR,2019-10-10 11:48:38.867002
5,DC,2019-10-10 11:48:38.867004
3,MC,2019-10-10 11:48:38.868005
2,JE,2019-10-10 11:48:38.868006
2,PC,2019-10-10 11:48:38.868007
3,SM,2019-10-10 11:48:38.868008
5,TD,2019-10-10 11:48:38.869009
1,SY,2019-10-10 11:48:38.869010
3,ES,2019-10-10 11:48:38.869011
3,TC,2019-10-10 11:48:38.869012
3,BF,2019-10-10 11:48:38.870013
3,MY,2019-10-10 11:48:38.870014
5,BK,2019-10-10 11:50:47.998001
3,GH,2019-10-10 11:50:47.999003
4,DC,2019-10-10 11:50:48.000004
4,MC,2019-10-10 11:50:48.000005
4,MY,2019-10-10 11:50:48.003014
4,ES,2019-10-10 11:55:25.011011
4,BF,2019-10-10 11:55:25.013013
6,BK,2019-10-10 12:01:21.953001
3,JE,2019-10-10 12:01:21.959006
4,SM,2019-10-10 12:01:21.961008
6,TD,2019-10-10 12:01:21.961009
2,SY,2019-10-10 12:01:21.962010
4,TC,2019-10-10 12:01:21.963012
2,BR,2019-10-10 12:05:28.774002
4,GH,2019-10-10 12:05:28.774003
5,MC,2019-10-10 12:05:28.775005
3,PC,2019-10-10 12:05:28.776007
5,ES,2019-10-10 12:05:28.777011
5,BF,2019-10-10 12:05:28.777013
5,MY,2019-10-10 12:05:28.778014
7,BK,2019-10-10 12:10:19.468003
6,MC,2019-10-10 12:10:19.471007
5,SM,2019-10-10 12:10:19.472010
7,TD,2019-10-10 12:10:19.473011
6,MY,2019-10-10 12:10:19.476016
5,BK,2019-10-10 12:15:23.590003
5,TD,2019-10-10 12:15:23.596011
3,TC,2019-10-10 12:15:23.597014
4,BF,2019-10-10 12:15:23.598015
5,MY,2019-10-10 12:15:23.599016
3,GH,2019-10-10 12:21:08.592003
3,DC,2019-10-10 12:21:08.592004
4,SM,2019-10-10 12:21:08.595008
4,ES,2019-10-10 12:21:08.596011
4,GH,2019-10-10 12:25:14.412128
4,TD,2019-10-10 12:25:14.419134
5,BF,2019-10-10 12:25:14.423138
4,PC,2019-10-10 12:29:36.149007
5,SM,2019-10-10 12:29:36.149008
5,TD,2019-10-10 12:29:36.150009
5,ES,2019-10-10 12:29:36.151011
3,PC,2019-10-10 12:29:36.669007
4,SM,2019-10-10 12:29:36.670008
4,TD,2019-10-10 12:29:36.670009
4,ES,2019-10-10 12:29:36.670011
4,PC,2019-10-10 12:30:54.667007
5,SM,2019-10-10 12:30:54.668008
5,TD,2019-10-10 12:30:54.669009
5,ES,2019-10-10 12:30:54.670011
7,BK,2019-10-10 12:35:11.906001
3,BR,2019-10-10 12:35:11.906002
5,GH,2019-10-10 12:35:11.907003
7,MC,2019-10-10 12:35:11.907005
5,PC,2019-10-10 12:35:11.908007
6,SM,2019-10-10 12:35:11.908008
4,TC,2019-10-10 12:35:11.909012
8,BK,2019-10-10 12:40:28.414001
6,GH,2019-10-10 12:40:28.417003
4,DC,2019-10-10 12:40:28.419004
4,JE,2019-10-10 12:40:28.421006
6,PC,2019-10-10 12:40:28.423007
6,TD,2019-10-10 12:40:28.424009
3,SY,2019-10-10 12:40:28.425010
6,ES,2019-10-10 12:40:28.426011
6,BF,2019-10-10 12:40:28.429013
6,MY,2019-10-10 12:40:28.430014
7,BK,2019-10-10 12:45:28.094001
3,DC,2019-10-10 12:45:28.099004
6,MC,2019-10-10 12:45:28.099005
5,JE,2019-10-10 12:45:28.100006
4,SY,2019-10-10 12:45:28.104010
5,MY,2019-10-10 12:45:28.107014
7,TD,2019-10-10 12:50:21.408009
5,BF,2019-10-10 12:50:21.410013
8,BK,2019-10-10 12:55:15.695018
5,MC,2019-10-10 12:55:15.702022
5,PC,2019-10-10 12:55:15.704024
7,BF,2019-10-10 12:55:15.710030
10,BK,2019-10-10 13:01:50.552001
8,GH,2019-10-10 13:01:50.554003
4,DC,2019-10-10 13:01:50.555004
6,MC,2019-10-10 13:01:50.556005
6,JE,2019-10-10 13:01:50.557006
8,SM,2019-10-10 13:01:50.558008
5,SY,2019-10-10 13:01:50.559010
5,TC,2019-10-10 13:01:50.560012
8,BF,2019-10-10 13:01:50.561013
6,MY,2019-10-10 13:01:50.562014
4,BR,2019-10-10 13:05:29.504050
7,JE,2019-10-10 13:05:29.510054
6,PC,2019-10-10 13:05:29.511055
7,SM,2019-10-10 13:05:29.513056
8,TD,2019-10-10 13:05:29.514057
7,ES,2019-10-10 13:05:29.516059
6,TC,2019-10-10 13:05:29.516060
9,BF,2019-10-10 13:05:29.517061
9,GH,2019-10-10 13:10:45.602083
5,DC,2019-10-10 13:10:45.602084
8,JE,2019-10-10 13:10:45.603086
6,SY,2019-10-10 13:10:45.605090
7,TC,2019-10-10 13:10:45.606092
7,MY,2019-10-10 13:10:45.607094
8,BK,2019-10-10 13:15:35.410003
3,BR,2019-10-10 13:15:35.411004
8,GH,2019-10-10 13:15:35.411005
4,DC,2019-10-10 13:15:35.411006
5,MC,2019-10-10 13:15:35.412007
7,JE,2019-10-10 13:15:35.412008
5,PC,2019-10-10 13:15:35.412009
6,SM,2019-10-10 13:15:35.412010
5,SY,2019-10-10 13:15:35.413012
6,ES,2019-10-10 13:15:35.413013
6,MY,2019-10-10 13:15:35.414016
7,BK,2019-10-10 13:20:25.014003
4,BR,2019-10-10 13:20:25.015004
7,GH,2019-10-10 13:20:25.016005
4,PC,2019-10-10 13:20:25.019009
5,SM,2019-10-10 13:20:25.019010
7,TD,2019-10-10 13:20:25.019011
8,BF,2019-10-10 13:20:25.021015
6,JE,2019-10-10 13:25:15.822006
6,TD,2019-10-10 13:25:15.824009
3,SY,2019-10-10 13:25:15.825010
5,ES,2019-10-10 13:25:15.825011
6,TC,2019-10-10 13:25:15.826012
6,BK,2019-10-10 13:31:24.455001
3,BR,2019-10-10 13:31:24.456002
6,GH,2019-10-10 13:31:24.456003
5,JE,2019-10-10 13:31:24.456006
4,ES,2019-10-10 13:31:24.457011
5,MY,2019-10-10 13:31:24.457014
5,BK,2019-10-10 13:35:50.734003
4,SM,2019-10-10 13:35:50.739010
5,TD,2019-10-10 13:35:50.739011
6,BF,2019-10-10 13:35:50.741015
4,MY,2019-10-10 13:35:50.742016
3,BK,2019-10-10 13:40:35.220001
4,GH,2019-10-10 13:40:35.223003
3,DC,2019-10-10 13:40:35.224004
4,MC,2019-10-10 13:40:35.226005
3,JE,2019-10-10 13:40:35.227006
3,PC,2019-10-10 13:40:35.228007
2,SM,2019-10-10 13:40:35.229008
4,TD,2019-10-10 13:40:35.230009
2,SY,2019-10-10 13:40:35.231010
3,ES,2019-10-10 13:40:35.232011
5,TC,2019-10-10 13:40:35.232012
4,BF,2019-10-10 13:40:35.233013
2,MY,2019-10-10 13:40:35.234014
2,BK,2019-10-10 13:45:24.872002
2,BR,2019-10-10 13:45:24.872003
3,GH,2019-10-10 13:45:24.873004
2,DC,2019-10-10 13:45:24.874005
3,MC,2019-10-10 13:45:24.874006
2,JE,2019-10-10 13:45:24.875007
2,PC,2019-10-10 13:45:24.875008
3,TD,2019-10-10 13:45:24.876010
1,SY,2019-10-10 13:45:24.876011
2,ES,2019-10-10 13:45:24.877012
4,TC,2019-10-10 13:45:24.877013
3,BF,2019-10-10 13:45:24.878014
1,BK,2019-10-10 13:50:35.873078
1,BR,2019-10-10 13:50:35.874079
1,DC,2019-10-10 13:50:35.875081
2,MC,2019-10-10 13:50:35.876082
1,JE,2019-10-10 13:50:35.876083
1,SM,2019-10-10 13:50:35.877085
2,TD,2019-10-10 13:50:35.877086
1,ES,2019-10-10 13:50:35.878088
3,TC,2019-10-10 13:50:35.879089
1,BF,2019-10-10 13:50:35.879090
1,MY,2019-10-10 13:50:35.880091
1,PC,2019-10-10 13:56:55.105009
1,TD,2019-10-10 13:56:55.107011
2,GH,2019-10-10 14:02:47.568003
1,MC,2019-10-10 14:02:47.571005
0,DC,2019-10-10 14:07:13.689004
3,GH,2019-10-10 14:11:40.787005
0,JE,2019-10-10 14:11:40.790008
0,PC,2019-10-10 14:11:40.791009
0,TD,2019-10-10 14:11:40.792011
0,ES,2019-10-10 14:11:40.794013
0,MY,2019-10-10 14:11:40.796016
0,BK,2019-10-10 14:16:39.836001
0,BR,2019-10-10 14:16:39.837002
0,MC,2019-10-10 14:16:39.840005
0,SM,2019-10-10 14:16:39.842008
0,SY,2019-10-10 14:16:39.843010
0,BF,2019-10-10 14:16:39.844013
4,GH,2019-10-10 14:25:37.304003
5,TC,2019-10-10 14:25:37.309012
3,GH,2019-10-10 14:31:22.936003
6,TC,2019-10-10 14:31:22.938012
8,TC,2019-10-10 14:36:44.940012
2,GH,2019-10-10 14:47:19.047004
9,TC,2019-10-10 14:50:41.676014
8,TC,2019-10-10 14:57:20.873013
1,GH,2019-10-10 15:01:43.918003
7,TC,2019-10-10 15:01:43.927012
6,TC,2019-10-10 15:05:35.819012
0,GH,2019-10-10 15:12:36.252003
4,TC,2019-10-10 15:12:36.256012
2,TC,2019-10-10 15:16:50.944014
1,TC,2019-10-10 15:21:03.779014
0,TC,2019-10-10 16:06:38.520012
1,BR,2019-10-10 17:02:34.028002
1,DC,2019-10-10 17:02:34.029004
1,MC,2019-10-10 17:02:34.029005
1,PC,2019-10-10 17:02:34.030007
1,SY,2019-10-10 17:02:34.031010
1,ES,2019-10-10 17:02:34.031011
1,BF,2019-10-10 17:02:34.032013
1,MY,2019-10-10 17:02:34.033014
1,BK,2019-10-10 17:05:12.988001
1,GH,2019-10-10 17:05:12.989003
1,JE,2019-10-10 17:05:12.989006
1,SM,2019-10-10 17:05:12.990008
1,TD,2019-10-10 17:05:12.990009
3,BK,2019-10-10 17:10:22.851003
2,GH,2019-10-10 17:10:22.852005
2,MC,2019-10-10 17:10:22.853007
2,JE,2019-10-10 17:10:22.854008
2,PC,2019-10-10 17:10:22.854009
2,TD,2019-10-10 17:10:22.855011
2,SY,2019-10-10 17:10:22.855012
2,ES,2019-10-10 17:10:22.855013
1,TC,2019-10-10 17:10:22.856014
4,BK,2019-10-10 17:15:26.554003
3,MC,2019-10-10 17:15:26.558007
2,TC,2019-10-10 17:15:26.562014
2,BF,2019-10-10 17:15:26.563015
5,BK,2019-10-10 17:20:43.323001
2,BR,2019-10-10 17:20:43.325002
2,DC,2019-10-10 17:20:43.328004
3,JE,2019-10-10 17:20:43.331006
3,PC,2019-10-10 17:20:43.332007
2,SM,2019-10-10 17:20:43.333008
3,ES,2019-10-10 17:20:43.335011
3,TC,2019-10-10 17:20:43.336012
2,MY,2019-10-10 17:20:43.338014
6,BK,2019-10-10 17:25:15.511001
3,GH,2019-10-10 17:25:15.512003
4,MC,2019-10-10 17:25:15.513005
3,TD,2019-10-10 17:25:15.515009
3,SY,2019-10-10 17:25:15.515010
4,TC,2019-10-10 17:25:15.516012
7,BK,2019-10-10 17:31:24.561001
4,GH,2019-10-10 17:31:24.562003
3,DC,2019-10-10 17:31:24.562004
5,MC,2019-10-10 17:31:24.563005
4,JE,2019-10-10 17:31:24.563006
4,SY,2019-10-10 17:31:24.564010
4,ES,2019-10-10 17:31:24.564011
5,TC,2019-10-10 17:31:24.564012
3,BF,2019-10-10 17:31:24.565013
3,MY,2019-10-10 17:31:24.565014
8,BK,2019-10-10 17:35:22.799003
3,BR,2019-10-10 17:35:22.800004
6,MC,2019-10-10 17:35:22.801007
5,JE,2019-10-10 17:35:22.802008
4,TD,2019-10-10 17:35:22.804011
6,TC,2019-10-10 17:35:22.805014
4,BF,2019-10-10 17:35:22.805015
10,BK,2019-10-10 17:40:34.632001
5,GH,2019-10-10 17:40:34.633003
7,MC,2019-10-10 17:40:34.635005
4,PC,2019-10-10 17:40:34.637007
3,SM,2019-10-10 17:40:34.637008
5,SY,2019-10-10 17:40:34.638010
5,ES,2019-10-10 17:40:34.639011
4,MY,2019-10-10 17:40:34.640014
4,BR,2019-10-10 17:45:27.323003
4,DC,2019-10-10 17:45:27.324005
6,JE,2019-10-10 17:45:27.325007
3,PC,2019-10-10 17:45:27.326008
7,TC,2019-10-10 17:45:27.327013
3,MY,2019-10-10 17:45:27.328015
9,BK,2019-10-10 17:50:19.552001
2,PC,2019-10-10 17:50:19.555007
4,MY,2019-10-10 17:50:19.557014
3,BR,2019-10-10 17:55:16.999112
5,DC,2019-10-10 17:55:17.002114
8,MC,2019-10-10 17:55:17.003115
3,PC,2019-10-10 17:55:17.006117
4,SY,2019-10-10 17:55:17.008120
6,TC,2019-10-10 17:55:17.010122
4,BR,2019-10-10 18:01:03.761165
4,DC,2019-10-10 18:01:03.764167
9,MC,2019-10-10 18:01:03.765168
5,SY,2019-10-10 18:01:03.770173
6,ES,2019-10-10 18:01:03.771174
10,BK,2019-10-10 18:05:13.719003
5,DC,2019-10-10 18:05:13.720006
10,MC,2019-10-10 18:05:13.721007
8,JE,2019-10-10 18:05:13.721008
4,PC,2019-10-10 18:05:13.721009
4,SM,2019-10-10 18:05:13.722010
5,TD,2019-10-10 18:05:13.722011
5,TC,2019-10-10 18:05:13.723014
5,BF,2019-10-10 18:05:13.723015
5,BR,2019-10-10 18:10:32.394002
9,JE,2019-10-10 18:10:32.395006
5,PC,2019-10-10 18:10:32.395007
5,SM,2019-10-10 18:10:32.396008
6,SY,2019-10-10 18:10:32.396010
6,BF,2019-10-10 18:10:32.397013
5,MY,2019-10-10 18:10:32.397014
6,GH,2019-10-10 18:15:26.623005
6,DC,2019-10-10 18:15:26.624006
6,PC,2019-10-10 18:15:26.626009
6,SM,2019-10-10 18:15:26.627010
5,SY,2019-10-10 18:15:26.631012
6,TC,2019-10-10 18:15:26.632014
4,BR,2019-10-10 18:20:14.809002
10,JE,2019-10-10 18:20:14.810006
7,PC,2019-10-10 18:20:14.810007
6,SY,2019-10-10 18:20:14.810010
5,TC,2019-10-10 18:20:14.811012
5,BR,2019-10-10 18:25:31.623003
5,DC,2019-10-10 18:25:31.624005
7,SY,2019-10-10 18:25:31.626011
6,TC,2019-10-10 18:25:31.626013
7,GH,2019-10-10 18:30:57.955005
6,SY,2019-10-10 18:30:57.959012
7,ES,2019-10-10 18:30:57.960013
6,BR,2019-10-10 18:35:14.253004
7,SM,2019-10-10 18:35:14.257010
5,BR,2019-10-10 18:41:01.919002
4,TD,2019-10-10 18:41:01.922009
7,SY,2019-10-10 18:41:01.922010
6,ES,2019-10-10 18:41:01.922011
9,BK,2019-10-10 18:45:34.952003
4,BR,2019-10-10 18:45:34.952004
6,GH,2019-10-10 18:45:34.953005
4,DC,2019-10-10 18:45:34.953006
9,JE,2019-10-10 18:45:34.955008
6,PC,2019-10-10 18:45:34.955009
6,SM,2019-10-10 18:45:34.955010
6,SY,2019-10-10 18:45:34.956012
5,BF,2019-10-10 18:45:34.958015
