"","DATE","date_int","hall_id","name","is_family_dinner","start","end","average_occupancy","max_occupancy","PRCP","TMAX","TMIN"
"260","2019-06-18",49,"MC","Lunch",0,"11:00","13:30",0.754462442777778,3,0.94,70,68
"261","2019-06-18",49,"BF","Dinner",0,"17:00","19:30",3.54737455244444,5,0.94,70,68
"262","2019-06-18",49,"BF","Lunch",0,"11:00","13:30",1.26330810822222,5,0.94,70,68
"263","2019-06-18",49,"DC","Lunch",0,"11:00","13:30",1.37251122066667,8,0.94,70,68
"264","2019-06-18",49,"MC","Dinner",0,"17:00","19:30",3.50621233033333,5,0.94,70,68
"265","2019-06-18",49,"DC","Dinner",0,"17:00","19:30",5.495813776,8,0.94,70,68
"266","2019-06-19",50,"BF","Lunch",0,"11:00","13:30",1.87362866555556,6,0.01,75,66
"267","2019-06-19",50,"DC","Lunch",0,"11:00","13:30",3.32599010944444,10,0.01,75,66
"268","2019-06-19",50,"MC","Breakfast",0,"08:00","11:00",0.620420925277778,1,0.01,75,66
"269","2019-06-19",50,"PC","Lunch",0,"11:00","13:30",3.78561743933333,10,0.01,75,66
"270","2019-06-19",50,"BF","Dinner",0,"17:00","19:30",2.52298855344444,4,0.01,75,66
"271","2019-06-19",50,"ES","Lunch",0,"11:00","13:30",1.05898344322222,2,0.01,75,66
"272","2019-06-19",50,"MC","Lunch",0,"11:00","13:30",2.79578788777778,8,0.01,75,66
"273","2019-06-19",50,"PC","Dinner",0,"17:00","19:30",6.23818710933333,10,0.01,75,66
"274","2019-06-19",50,"DC","Dinner",0,"17:00","19:30",6.05674033222222,10,0.01,75,66
"275","2019-06-19",50,"MC","Dinner",0,"17:00","19:30",2.65602122011111,3,0.01,75,66
"276","2019-06-20",51,"BF","Breakfast",0,"08:00","11:00",0.576293333611111,3,0.14,74,65
"277","2019-06-20",51,"MC","Breakfast",0,"08:00","11:00",1.4598865737963,3,0.14,74,65
"278","2019-06-20",51,"PC","Breakfast",0,"08:00","11:00",2.85821074111111,10,0.14,74,65
"279","2019-06-20",51,"BF","Lunch",0,"11:00","13:30",1.25746988577778,2,0.14,74,65
"280","2019-06-20",51,"DC","Lunch",0,"11:00","13:30",2.12820410777778,7,0.14,74,65
